4.659260, 1.676308, -5.837592, -2.117270, 1
-1.282146, -2.432433, -3.693262, -2.380305, 1
-3.208512, 3.656767, -7.975172, 3.184710, 1
7.905525, -1.229525, 3.046330, 1.905848, 1
-0.198765, 3.553544, -7.940509, 0.134319, 1
-5.488357, -10.645036, -0.174983, -3.487503, 1
0.595468, -4.483945, 2.152127, -1.827858, 1
3.935429, 2.523078, -1.400224, 2.968640, 1
7.091657, 2.983480, 5.615578, 3.360657, 1
-3.888043, 7.623686, -0.433728, 2.057038, 1
3.843276, -2.097483, 5.121515, -4.678059, 1
0.889595, 3.585321, 2.030867, 0.389187, 1
3.071665, -2.246531, -6.698354, -4.218370, 1
-4.979361, 2.474250, -3.599354, 9.881512, 1
3.172142, 2.958511, -4.602892, 5.887617, 1
1.980052, -8.634723, 2.245753, 4.217703, 1
0.610202, 3.066270, -0.603854, 11.341759, 1
-3.695224, -2.160287, -5.398171, 8.532287, 1
-2.758535, 5.719769, 0.665101, -0.953243, 1
-1.006987, 4.826176, -2.262294, 3.886967, 1
2.665449, -3.898944, -1.818876, 5.087233, 1
4.057144, -9.511830, 2.414093, 9.018379, 1
-8.487402, -2.286185, -3.546321, -2.504040, 1
6.683177, -5.587119, 4.464724, -7.567792, 1
4.627126, 3.272552, -0.693048, 1.464525, 1
-5.401254, -3.126651, -0.341982, -0.103219, 1
-3.285711, 1.361320, 3.005821, 3.076033, 1
-0.101525, -1.044551, 7.262472, -4.496695, 1
4.939905, 4.362113, -3.999334, 5.197609, 1
3.075060, -4.649288, -3.058781, -2.686186, 1
5.202214, -1.775348, 10.647775, -0.236180, 1
0.672157, 5.507571, 5.600106, 3.739267, 1
-2.061124, -2.102659, -1.338797, 4.166267, 1
-0.117074, -2.854916, 1.161691, 7.627802, 1
3.561973, 0.945198, 0.342031, 3.015294, 1
-6.492744, 1.135295, -0.759467, 3.008112, 1
1.877015, 8.633410, -4.257175, 1.602846, 1
2.847866, -0.013922, 5.092098, -1.160404, 1
-1.235327, 2.715406, 8.556298, 3.480324, 1
1.287160, 4.023524, 1.931728, 3.660890, 1
1.566136, 7.171990, 0.163628, 7.117579, 1
6.092974, -3.037186, 6.457877, -0.265546, 1
-0.921332, 2.092182, -1.588908, 2.601985, 1
1.268893, 2.885360, 1.857864, -0.672105, 1
-0.426016, 3.074190, -4.639740, -6.101817, 1
-6.878773, 8.709273, 6.030169, 2.039285, 1
-5.318312, 4.846019, 1.306592, 6.763922, 1
-1.899189, -1.823055, 2.139743, -4.050773, 1
0.786923, 5.173888, -3.889223, -3.007829, 1
-4.290632, 3.245091, 2.779935, -1.258280, 1
-1.012895, 3.367693, 2.109085, -4.751554, 1
-3.794366, -7.016507, 5.888080, 2.516120, 1
-3.437380, -4.104230, -2.959342, -3.750834, 1
-2.763778, -5.084555, -4.862636, -2.404151, 1
-3.237731, 0.133825, 2.084620, -1.432471, 1
0.172694, 4.656924, 5.776424, -1.702863, 1
-1.473504, -2.100996, 11.043357, 3.354696, 1
3.345869, -3.599725, -1.958745, 3.482757, 1
0.054698, 4.001040, -0.507246, -1.357416, 1
1.589661, 11.026208, 9.040609, 0.121937, 1
-6.722462, 2.091689, 0.376785, -1.908826, 1
-0.298994, 4.826436, 2.264918, 2.895986, 1
8.219413, 6.804830, 1.633976, -3.170415, 1
7.556415, 0.888911, -6.761668, -1.998811, 1
6.189287, 4.824488, 7.492726, 5.300130, 1
-3.993114, 1.892310, -3.869418, -0.160908, 1
-1.424989, 3.949389, 4.439434, -2.874307, 1
5.218218, -4.188588, -3.729849, -7.105679, 1
-0.072558, -1.663840, 8.077524, -4.746966, 1
2.291971, 7.331166, 3.680912, 4.001888, 1
-0.291948, 6.126029, 1.682389, 5.640985, 1
8.482210, -0.352488, -3.085642, 0.862989, 1
1.247092, 0.533847, 9.418526, -4.752977, 1
1.232123, -0.405632, 1.193218, 1.292014, 1
0.858614, 1.467154, -0.411156, -2.539457, 1
2.388414, 8.048390, 4.373057, -3.537080, 1
2.178316, 2.625226, -2.644753, -4.659204, 1
2.461290, 5.603559, 4.099358, 4.194398, 1
5.461932, 7.317600, -1.781457, -1.293637, 1
-1.129153, 7.172611, -5.094154, -3.911733, 1
-3.187460, -4.011197, -8.618334, -2.301820, 1
-4.190774, 3.108378, -2.495231, 6.113713, 1
4.840436, -0.997734, -1.573989, -0.704104, 1
0.540398, 2.586175, 0.428156, -1.207091, 1
8.445914, 3.126353, 0.779510, 4.894890, 1
2.134776, -5.757663, -6.419155, -1.729287, 1
7.578396, -1.107559, 1.785105, -1.911314, 1
4.166947, -3.275876, 3.567894, -4.102760, 1
4.377866, -2.731693, 1.012499, 1.418882, 1
12.765145, -2.432613, 0.651672, -1.165767, 1
3.831300, 6.701952, -3.584762, 1.947242, 1
-1.225151, 0.384712, 4.210821, 0.825857, 1
-5.093806, 3.964893, -7.209349, 5.319942, 1
2.252931, -3.675552, -1.203635, 3.502554, 1
1.708392, 0.670750, -2.787383, 1.438360, 1
4.223525, 4.912282, 4.443945, 9.081531, 1
5.585952, 7.237621, 1.457532, 2.784996, 1
1.537309, -0.566911, -1.766864, -1.068483, 1
0.432454, 0.709287, -1.977242, 4.113865, 1
0.585813, 1.671353, 5.307591, -7.436184, 1
4.237967, -6.804028, 1.611399, -0.455919, 1
1.800776, 2.733463, 6.448001, 0.761797, 1
-4.031989, 2.848651, 4.086706, -4.293391, 1
-3.686246, 8.853402, 1.278006, -3.808575, 1
2.811281, 3.263046, 0.791472, -2.053550, 1
0.852690, -2.475907, -5.121791, 3.644107, 1
-1.687559, -4.880732, -2.570101, 1.817252, 1
5.529712, 8.182338, 2.305716, 0.256799, 1
4.707002, 6.929701, -1.116968, 2.868403, 1
-4.275927, -0.257029, 0.087476, 4.196154, 1
1.105352, 4.988735, -5.994803, 2.506970, 1
1.790118, -0.172262, 5.002769, 3.539596, 1
-5.328449, 1.314084, -1.457590, -0.232184, 1
-0.963821, 3.269996, 3.068401, 8.122944, 1
1.466165, 6.540757, 0.864089, 7.428689, 1
-1.127098, -0.484139, 0.828860, -0.156814, 1
-0.162985, 2.296891, 1.537077, 8.440713, 1
2.924766, -4.553502, -3.845748, 0.064101, 1
4.570381, 5.007601, 1.675534, 1.601677, 1
-8.261165, -0.388370, 1.037177, 3.267358, 1
5.367575, 2.116030, -1.101751, -1.711270, 1
-2.667347, -3.452993, 3.007787, -6.024750, 1
-0.463580, 3.765164, 11.100941, 3.177671, 1
-7.731085, -1.118298, 2.516156, -0.667340, 1
-7.178927, -0.264925, 3.730422, -1.979194, 1
-3.802935, 5.478111, 1.764732, 8.633631, 1
4.639852, 4.019589, 2.021615, 0.004382, 1
-2.607180, -3.089193, 4.577294, 0.070631, 1
-1.070965, 2.098874, 1.585585, 3.881676, 1
3.201235, -5.728297, 6.280948, 1.565708, 1
-7.367335, 0.746401, -2.338844, 2.128238, 1
-4.009572, -4.659235, -4.518934, 0.083000, 1
5.128593, -3.436980, 2.636158, -3.787873, 1
-1.562153, 0.051166, -3.182857, 2.929429, 1
3.482033, 0.747122, -3.887463, -2.351554, 1
1.657240, 1.223460, 3.156144, 1.641159, 1
-6.970402, 1.379656, -5.204973, 8.381130, 1
1.572509, 6.249896, -4.352604, 0.394005, 1
4.838388, -3.353056, -3.306250, 3.081312, 1
-1.721225, 9.341514, 0.258261, -3.651309, 1
6.874549, 0.840465, 3.521916, 1.433575, 1
-5.553841, -1.752331, -2.306839, -2.041546, 1
3.477693, 5.104317, 2.419867, 2.354757, 1
-2.561144, -3.493274, -1.254674, 3.038249, 1
-0.886363, 9.095708, -0.168500, 0.223974, 1
-1.382194, -0.462316, 0.773655, 6.579104, 1
6.197452, -2.604342, -0.050405, 0.460893, 1
4.053872, 2.133149, 2.353741, 15.363056, 1
4.184723, 8.374334, -1.984115, 2.976516, 1
4.747944, 0.653669, 3.582186, -0.918372, 1
6.858214, 5.360640, -5.265217, 1.570567, 1
2.204297, 5.781515, 5.846631, 5.917297, 1
0.775184, 2.444672, -3.795902, 7.342108, 1
-3.481378, -2.404902, 0.557888, 0.203753, 1
5.005299, 8.015192, 0.836342, 7.634385, 1
3.339865, -7.129592, 4.239578, -2.714751, 1
-1.016035, 2.102792, 6.168870, 10.952071, 1
2.679727, 2.690654, -2.352007, 0.988634, 1
-2.127128, 6.065609, 1.031221, -7.074562, 1
-2.930503, 3.245020, 0.764539, 7.451380, 1
9.440489, 1.986453, 3.283636, 2.855499, 1
3.452723, -1.461040, 8.212935, -1.577884, 1
-3.166483, -0.243110, -0.800001, 1.638412, 1
8.260680, 3.989656, -1.567025, -0.360506, 1
-5.454351, 5.164148, -2.034832, 0.112086, 1
1.052657, -1.819898, -1.193313, 1.883799, 1
0.377286, 6.059888, -0.180951, 2.488737, 1
-3.959122, 7.016019, 4.944826, -0.804922, 1
-3.159457, -1.314861, -1.247410, 3.116306, 1
2.341398, 4.886370, -4.721826, 2.710801, 1
1.069082, 2.264897, -3.108492, -0.485128, 1
-1.797037, 0.847110, -2.983255, 0.529934, 1
8.189066, -1.527144, 1.269504, -7.000535, 1
8.265089, -1.543187, 1.192750, -2.365888, 1
-3.190620, 7.444367, 4.421144, -6.277847, 1
1.687616, -0.264425, -1.747825, 5.328536, 1
3.459778, 4.990112, -4.497229, -6.322415, 1
1.786028, 2.803440, 3.285184, 1.405572, 1
4.940022, -0.152273, 1.468328, 6.743731, 1
