-0.364723, 0.869851, 0
0.367229, -0.635134, 0
-0.090019, -0.676120, 0
-0.589572, -0.328136, 0
0.426693, 0.351999, 0
-0.144244, -0.312569, 1
-0.066359, 0.630239, 1
-0.778974, -0.085862, 1
0.658062, 0.672462, 0
0.058267, 0.878017, 0
-0.669798, -0.463402, 1
-0.483511, -0.278151, 0
0.567849, 0.322896, 1
0.579871, -0.102003, 1
-0.745677, 0.062271, 1
0.424970, 0.671782, 1
0.105171, -0.574609, 1
-0.218154, -0.898939, 1
-0.348262, 0.773514, 1
-0.094607, -0.465734, 1
0.696958, 0.456017, 0
-0.544147, 0.552483, 1
-0.064392, -0.947295, 1
0.035070, -0.639278, 0
0.360114, 0.479728, 1
0.261291, 0.016142, 0
-0.049753, -0.128266, 0
-0.192986, 0.263242, 1
-0.004043, -0.429009, 1
0.159134, 0.677673, 1
0.269634, 0.182942, 0
0.535603, 0.679150, 0
-0.306096, -0.826111, 1
0.128706, -0.434510, 1
0.902120, 0.136543, 0
0.437230, 0.225235, 0
-0.226141, -0.043332, 0
0.380570, -0.094527, 0
-0.437940, 0.244137, 0
0.307878, -0.815629, 0
0.829789, -0.191922, 0
0.365390, -0.649728, 0
-0.784856, -0.218668, 1
-0.005973, 0.042692, 0
-0.265882, 0.957517, 0
-0.137696, 0.987671, 0
0.496500, 0.557134, 1
0.600327, -0.743934, 1
-0.086452, 0.831281, 1
-0.380853, 0.798969, 1
-0.764224, -0.612481, 1
-0.089649, -0.237245, 0
0.257330, 0.174550, 0
0.416518, 0.016435, 0
-0.494530, 0.858156, 0
-0.914105, -0.388295, 1
0.187717, -0.605445, 1
0.697091, 0.563970, 0
0.880119, 0.007791, 0
-0.836304, -0.496077, 1
-0.549979, -0.297970, 0
0.123377, 0.059140, 1
-0.116120, 0.182571, 1
0.768125, -0.015097, 0
0.483703, 0.101274, 0
-0.483219, 0.153439, 0
0.495838, -0.499242, 0
-0.375663, 0.424520, 0
-0.828520, -0.160456, 1
-0.049840, 0.519503, 0
0.361112, -0.281259, 1
0.900054, 0.432561, 0
0.825025, -0.379296, 0
0.218567, 0.792632, 1
0.324341, -0.715222, 0
0.079358, 0.121582, 1
-0.006308, 0.195961, 1
-0.149041, 0.513582, 0
-0.196136, -0.184843, 0
0.834384, -0.297513, 0
0.929730, 0.244007, 0
-0.375318, -0.754082, 1
0.414886, -0.270001, 1
0.376718, 0.213182, 0
-0.879684, 0.320720, 1
-0.312566, -0.599530, 0
0.697686, 0.665492, 0
0.452913, -0.214595, 1
0.834898, 0.263030, 0
0.172524, -0.900551, 1
0.426807, 0.348949, 0
0.143617, -0.525329, 1
-0.188541, -0.340806, 1
-0.721462, 0.369081, 1
0.552446, 0.287590, 1
0.414188, 0.046996, 0
0.005594, -0.426928, 1
0.038724, 0.839916, 1
-0.694555, -0.081122, 0
-0.560833, -0.299205, 0
0.183485, 0.426162, 0
0.200221, -0.025070, 1
-0.537057, -0.424749, 0
-0.226612, 0.679768, 1
0.069093, -0.997354, 1
-0.569408, -0.026053, 0
-0.208471, 0.708446, 1
-0.111554, 0.255097, 1
-0.660857, 0.282948, 1
0.087867, 0.976561, 0
-0.388003, 0.556290, 1
-0.787562, -0.328729, 1
-0.358671, -0.650138, 0
0.592813, 0.039735, 1
0.633878, -0.372720, 0
0.056095, 0.101286, 1
-0.036194, -0.159397, 0
0.022069, 0.641470, 1
-0.413528, 0.775914, 1
-0.660855, -0.182698, 0
-0.136457, 0.274121, 1
-0.988955, 0.000065, 1
-0.249295, -0.354788, 1
-0.848103, 0.366223, 1
-0.702463, 0.237138, 1
-0.550935, -0.594863, 0
-0.221517, 0.621345, 1
-0.190117, -0.500770, 1
-0.100293, -0.748871, 0
-0.345080, 0.285980, 0
-0.507520, 0.160344, 0
0.199845, -0.656518, 0
-0.467118, -0.609846, 0
0.490389, 0.669791, 0
-0.583221, 0.618103, 1
0.542333, -0.278976, 1
0.094500, 0.400402, 0
-0.681363, -0.009010, 0
-0.027682, 0.150395, 1
0.600621, 0.173108, 1
0.812133, 0.420834, 0
-0.784815, 0.441179, 1
0.520399, 0.086674, 1
-0.518471, -0.352764, 0
-0.123963, 0.576688, 0
0.571715, 0.473923, 1
-0.868464, 0.308274, 1
-0.405636, 0.640296, 1
0.515674, 0.467852, 1
-0.262091, 0.096309, 1
-0.561294, 0.596914, 1
-0.346548, 0.134086, 1
0.000412, 0.572981, 0
0.881175, 0.202323, 0
-0.368411, -0.253661, 1
-0.823228, 0.186087, 1
-0.394301, -0.869650, 1
-0.040230, -0.112446, 0
0.222224, 0.074742, 1
-0.319974, -0.159942, 1
0.779497, -0.141771, 0
-0.152554, 0.575342, 0
0.332838, 0.356030, 0
0.458757, 0.549319, 1
0.975573, -0.111610, 0
-0.010458, -0.630399, 0
0.417523, 0.723026, 0
-0.466830, -0.781788, 1
-0.146725, 0.857356, 1
-0.389710, 0.226616, 1
0.640443, -0.559081, 0
-0.111547, 0.179065, 1
0.333141, -0.514925, 1
0.513685, 0.382871, 1
0.542923, 0.116748, 1
0.048697, 0.781853, 1
0.452763, -0.105168, 0
-0.301689, -0.456430, 1
-0.291744, -0.774386, 0
-0.117328, 0.596665, 0
0.093645, 0.072985, 1
-0.329075, 0.061284, 1
-0.086948, 0.604249, 0
0.317742, 0.716968, 1
0.525471, 0.117015, 1
0.538434, 0.742647, 0
0.331251, -0.746303, 0
0.099426, 0.079198, 1
0.741605, 0.524544, 0
-0.695959, 0.115273, 0
0.242795, 0.288451, 0
0.693803, -0.297752, 0
-0.250206, 0.148039, 1
-0.370208, -0.006875, 1
