0.126034, -0.908761, 1
2.202255, 1.341391, 1
0.238909, 0.314225, 1
0.835283, -0.881387, 1
0.519504, 0.349870, 1
0.873078, 0.959138, 1
1.308760, 0.102542, 1
0.323596, 0.472184, 1
1.948720, -0.254846, 1
1.044643, -0.754553, 1
1.093208, 0.542244, 1
0.167474, 1.019982, 1
1.003424, -1.306982, 1
0.369175, 0.142585, 1
0.022405, -0.187600, 1
0.622554, 0.411282, 1
2.142205, 0.016787, 1
0.172206, 0.596063, 1
1.834469, 0.642998, 1
0.335997, 0.196015, 1
1.670249, 0.456927, 1
0.064954, 0.898552, 1
1.008025, 0.718070, 1
0.870633, 1.433738, 1
-1.163569, 0.358120, 1
1.089044, 0.918022, 1
0.672747, 0.162251, 1
1.388149, -0.000324, 1
0.298874, 0.274078, 1
1.265308, -0.927353, 1
1.076997, 0.500027, 1
0.843982, 0.328291, 1
0.674992, -0.087631, 1
0.521961, -0.356969, 1
0.750487, 1.935245, 1
1.211160, 0.268351, 1
1.056916, 0.580591, 1
1.732743, 0.052572, 1
1.536622, -0.155895, 1
0.897548, -0.957432, 1
0.438212, 0.686135, 1
1.832974, 0.285325, 1
1.361686, 0.128705, 1
1.224192, -0.029725, 1
1.742075, -0.387206, 1
0.579903, 0.096256, 1
0.346941, -0.021663, 1
2.175347, -0.527945, 1
0.837901, 2.285491, 1
0.021492, -0.501995, 1
0.699112, -0.372308, 1
-0.136722, -0.036725, 1
0.496530, 1.409242, 1
0.765165, -0.825172, 1
0.318114, -0.329459, 1
0.753188, 0.638916, 1
0.000504, 0.303012, 1
1.354241, -1.987714, 1
1.063991, 1.401274, 1
0.540591, 0.143602, 1
1.105470, 0.752312, 1
0.736149, 0.063586, 1
0.519650, 1.494526, 1
0.065726, -0.257639, 1
1.451454, -0.261293, 1
0.765038, -0.345160, 1
0.307096, 1.216375, 1
0.356275, -0.692430, 1
0.750856, -0.081732, 1
1.411369, -0.981052, 1
1.844869, -0.446634, 1
1.180922, 0.786316, 1
1.616260, 0.302525, 1
1.829323, 1.210004, 1
-0.324296, -0.570131, 1
1.445163, 0.050115, 1
